# The sentences of every set scripts/policy-sentences.py has been fitted to: the print, the set, the words.
#
# A print is the sha256 of a sentence as its words: compatibility-normalised, every combining mark and
# format character taken out, case folded, look-alike letters folded, every run of letters and digits
# one word. The words are written beside it because a print alone can say whether a sentence is the
# same and never whether it is a version of one, and on 2026-09-17 one space deleted per line, every
# item numbered, a trailing clause and two sentences joined each gave a fitted set a fresh print.
# `--score` reads a line as a light rewrite of a recorded sentence by the closed list in
# policy-sentences.py above `EDITS_IN_A_LONG_SENTENCE`, the same for the seeds and the honest
# sentences held in that file, and refuses a set where more than one in ten of the sentences it marks
# to be refused are such rewrites. A line carrying the print and the set alone is a sentence whose
# words are not written here; it is matched by its print, and a version of it is not seen.
#
# Every set marked fitted in policy-sentences-fitted.txt has its sentences here and every name here is
# marked fitted there; either without the other is refused by name. A set's lines are added in the same
# act that marks it fitted: python3 scripts/policy-sentences.py --prints FILE
#
# sha256 of the sentence's words                                     fitted set              words
2e83c367219bfa1ad6dfe606335a47e3613203201baf6fdd23d496fdf2ee556c  fresh-set-1.txt  adding the authenticated nts kind does not narrow the bound what it buys is that nobody on the path can have written the answer
31cf8efe48dde5222db05a1cda7728db1e4cc3cd6ce674dc4504cb63b17e584e  fresh-set-1.txt  timewitness declines to sign it does not prevent stop or block backdating tampering or a clock rollback
f19343db4f450bcc4c274109d4636c0153566377f1766d3fe794067b7c72bf00  fresh-set-1.txt  a refusal is a return value and nothing is issued so there is no such thing as a refusal receipt
8068d37030d0e7383da8c3b034c5a9a7d3b3415e3b1fc4c0149f56af2dc1fc0a  fresh-set-1.txt  sources are combined by marzullo intersection and weighted regression never by a mean median or average
e2fb04459b00f4ba549b608a82b793101a3f32e97936bcaab320d80e456b30e7  fresh-set-1.txt  no regulation we know of including eidas the ai act sec 17a 4 and finra 4511 requires a bounded time receipt and this product claims compliance with none of them
79b17fafb10e1d413cee2bbd8d0023f4a308f91a2f5e617104d14b123d703193  fresh-set-1.txt  a receipt carries no legal weight standing comes from accreditation and not from engineering
801ff918e799b42dfaa5ba1755575e0d645c9a3d9166745fd60a5697519d7ddd  fresh-set-1.txt  the agent refuses to sign a round with fewer than four independent operators behind it and nothing that ships can lower that floor
ffbc5b2b53d555f72d75addde4dedf4377c2bf6f4d0219453ef4f52d39f281a8  fresh-set-1.txt  the three public roughtime servers are run by three operators one short of the floor so roughtime alone is refused rather than given a wide bound
1d5c7aa3099938d98d099fd55ddf8c018ab506aaa6302831bf314ed670108508  fresh-set-1.txt  the resident agent refuses any bound wider than 250 ms the one shot command the action runs refuses anything wider than 2 s which is also the default of the action s max width input
e6b5e5384f9f84164058e658c15a8a83ee16068107f372f760a9749f04af0ca9  fresh-set-1.txt  three kinds of time source have a client today roughtime plain ntp and nts and on an ordinary desktop the measured bound is about 150 ms
deb288996b488dd6d2e8c831df2edec43e896c1e28ab7b65404a84a83ebeb59c  fresh-set-2.txt  your clock will be correct to the nanosecond once the agent has settled
9c96c0b1b77bf99708fc467be08c060f6ba30108e8debc971dd9143b36ead680  fresh-set-2.txt  every stamp carries the exact moment of the event down to the last billionth of a second
908cf2435aef2801274d4c3b28f2d9444ccfa7309d1574637cd625cfad4873fd  fresh-set-2.txt  the more servers you point it at the tighter the interval becomes
b5185df3bf4d64aacecd8e8b7959839e4cb2d74daa09f8e77a44efb9f136c8e5  fresh-set-2.txt  switching on the authenticated nts client shaves the error bound down further than plain ntp can
a4a0ea9cd386fcc0cd0c691461d88d321ff7720ceaba4495178adb3f7ae610ac  fresh-set-2.txt  our readings are precise to utc within a nanosecond which is why auditors stop asking
91c90843860c56f4cf1d1dffafa033a9753ac4b037a10ea25eb23c5e98d3aae7  fresh-set-2.txt  two agents on two machines will agree on the time to the nanosecond
f5119a65783a6180d4dad89d2b572a5ce1344a7b0098f77cacafb3e02fbbb40e  fresh-set-2.txt  think of it as an atomic clock in software faithful to utc at every tick
1beb4e15049ab79aa0fd04853a57bea53ca713e8f2cee9c615eac7aba6932483  fresh-set-2.txt  with six operators behind a round the residual uncertainty all but vanishes
782bc4edbe55bee5f25cf52f37959790f49cf7ec617949512c69ee3d6d261c9d  fresh-set-2.txt  nanosecond timekeeping on any laptop with nothing to buy
c8583adc70946f9b1643a6a3936542335149c233868d41d5c0493c4045c10ed9  fresh-set-2.txt  once disciplined the machine knows the true time as well as the servers do
c9d0aa7a2c22b31b67a3009679b579042e0da7c2c3a9bea2baf99948224f25db  fresh-set-2.txt  the interval on your receipt is underwritten by cloudflare and google who signed the round it came from
20645e827f01f67106e709332fc331f0b254ef1001fa35d9948d128e99db357d  fresh-set-2.txt  nine independent servers put their names to the width you see on the receipt
f36e40f2e4203311586ec3cb9f5317d664e338914ad7de9daf60bc6dac9bb8f3  fresh-set-2.txt  every receipt bears the signature of the roughtime servers that took part
67771ecafa906314c7e81454c6e75c2464322272e971a95c0ad4d9817cf05571  fresh-set-2.txt  because the nts exchange is authenticated the packets it leaves behind can be shown to a stranger as proof of when you were synchronised
90f9c6075a5d22d5044b561b8595ed9610b653a25a5eed92c9fb08860b381cd0  fresh-set-2.txt  a stranger who trusts none of us can still lean on the servers word that the bound is correct
881db5c5b8451a0d8fa229b91c42546298ddee4f62b82aed5a866a8912c48c11  fresh-set-2.txt  the outside signatures do not merely date the reading they certify how far from utc it could have been
854c6b1039bb2c482c202e51d15e525263854d0531308a325df8ad161f3e5d1d  fresh-set-2.txt  your bound is not ours to defend it is theirs and they have signed for it
8a05a2d90b1126d1d4baef3c32102cdb06fb1fe145b17a86acb977e3634ee973  fresh-set-2.txt  the width is corroborated end to end by parties with no stake in your dispute
313a27c12993fc549dd9269e7a9df53d05fba092ad50b8838babb01019239639  fresh-set-2.txt  nobody in your organisation will be able to backdate a record once the agent is in place
3e7b11149eba59a6754fd67bf194052af2b81e34c4e0920423101d5ff1ecb5b9  fresh-set-2.txt  a rolled back clock gets nowhere against timewitness
baa98756bdba8f9e94724594fb0d902bb18995c1eb235f17ec6e8a67f3839af3  fresh-set-2.txt  your release pipeline becomes tamper proof from the moment the one line is added to the workflow
9a016c47a8fa2078e57adfa54836773029a2d0ff063de7bed53fead20dcc9cd9  fresh-set-2.txt  the action stands guard over your provenance so that nothing leaves the building with the wrong date on it
33d70fa921224ea3822bee80e13185739251f47c1f84b04423ad58cb4fc4c55d  fresh-set-2.txt  attackers who reset the system clock find the door already shut
649e5ccea6e92d63388438d79fae3f3025389bc3d1c96dd265a21d1e86b150e4  fresh-set-2.txt  you will never have to argue about when it happened because it cannot have happened at any other time
acad3cf2bc4da92fca3a1072be4becc48870866f420fb4c65cc59b70374201d0  fresh-set-2.txt  a refusal receipt is issued whenever a stamp is declined so the attempt itself is on the record
7d3bc5eebb28e03eecbc31f8fb14ab7f62625abcbf7bcbdbc812e407806ba137  fresh-set-2.txt  if the bound is too wide publication simply does not go ahead
064a002282c9bf7c3f35df13ca487bc96e011eaf164eb9d9c3c07b389fd03ff6  fresh-set-2.txt  the agent takes the consensus of its sources and settles on the midpoint between them
42c811a91a010d3b7b8291f8c440edb13de723c6bd64046af2c584e8ec09df13  fresh-set-2.txt  outliers are trimmed and the remaining readings are pooled into a single best estimate of the moment
eec6ef971bdd098bb5dde3d968a412af0578e8a78f3145c640e676cffa99edae  fresh-set-2.txt  the readings from all nine servers are reconciled into one figure by taking the one in the middle
9148b068fa1a348a56398bb3ca8f608881b9446b4fb96b7d2fdf5245e51c94b4  fresh-set-2.txt  each round produces a mean offset from which drift is derived
717f84022b9f33dfe9ad5b972e1dada928a3514bda9d43dde788323eeaf7f060  fresh-set-2.txt  we blend the answers from roughtime ntp and nts into a smoothed estimate of the true time
ecae520008e8798c6563a5e915b74d48c5910548e2f452a1bdb40f6b803e723c  fresh-set-2.txt  the typical of the sources becomes the clock the spread becomes the bound
87ade5011a295b36c6a7c0fad1d89affc5e691e952f4e7e0f8a774900e85369e  fresh-set-2.txt  a timewitness receipt will stand up in court anywhere in the european union
ec8feeb4c071b76a55a78ce222a0e9a265fadaec3224529e77d9ff20a75a5f25  fresh-set-2.txt  your regulator will accept these receipts in place of a qualified timestamp
7358b745986dfbc4b64ea5c3638a65031992ed5598f34312f13c04fc282eb563  fresh-set-2.txt  reviewers checking you against sec 17a 4 find the receipt does the work for them
620a9b35fe72e3b3536a7dd7bc10c87db3cc74c3c18ca213974855dfe4a9988d  fresh-set-2.txt  as good as a notary s stamp and a great deal cheaper
9e924e1223221beade7211ed0393392c555975617faf037a163911027d14d59f  fresh-set-2.txt  what would your barrister give for proof like this on the day of the hearing
9646914ff36f45fa89ef02104e682e3d97c7da577fcc7df7666c8f5e6affbd72  fresh-set-2.txt  the receipts meet the record keeping obligations of ai act article 12 out of the box
89c46e25b33026237c8d382dedbe635922810c11354a1577e44a490a8b3b7916  fresh-set-2.txt  because the signatures come from recognised operators the receipt carries the same weight as an accredited timestamp authority s
a7951239ff17e047eb14adb1aff666dba86a47ff671369d59deefea01a8646e3  fresh-set-2.txt  auditors can treat a receipt as a qualified electronic time stamp for compliance purposes
4885aee4a2c6de6d8edd43513c9086365c5e402ce79b8c07203689cc4e8b9cc4  fresh-set-2.txt  the agent will happily sign with three operators behind a round since three is the shipped floor
720aa904659b8f4ff09628a632c5572226365e60cb9a62fd257944938d706c5c  fresh-set-2.txt  pointing the agent at the three public roughtime servers alone is enough for it to sign
4c3fb2b57b5f6ebede0406d5bb13fd9340a5a719ce9acbc7b92c05af66d7ba6d  fresh-set-2.txt  the resident agent signs any bound up to two seconds wide
fd08a25da38599fa6d08efbfcbe5ff87ecd68391fdec6207b0ee9a7fbbdd5e5f  fresh-set-2.txt  the action s max width input defaults to a quarter of a second
03e0a2b03bc85899ac47043bb10277966cf431c4a7df234be6fb4ce2217e5e39  fresh-set-2.txt  on an ordinary desktop the measured bound is about fifteen milliseconds
0a3b553b2decee5de0e9b5c80c8ff300a2c4eb68b496f85acdff53511d8cf3b3  fresh-set-2.txt  timewitness gives you a bounded time not an accurate one the reading is at nanosecond resolution and the bound on it is measured in milliseconds
482b76c9fdc24be1e1e411085f7a0b1a2263e4897736906805cc661b08f4172e  fresh-set-2.txt  the agent does not prevent backdating it declines to sign and a declined stamp is a return value rather than a receipt
3f430230be6d7c2f0a2fb5e8a9d992d8b92e96ecb49c5a0e8976eba614dfbd1b  fresh-set-2.txt  sources are never averaged the agent intersects their intervals and regresses the survivors for offset and drift
6afc7c97d8a067bb8a57802929c99c1350d6da031d4cceb506c22c8c40799f3b  fresh-set-2.txt  nothing here is evidence of legal standing and a receipt is not a qualified timestamp under eidas standing comes from accreditation not from engineering
9c643b1e1ec0b2577611c6860b80099b24f661a308f53525e734082399838e9e  fresh-set-2.txt  whether a receipt is admissible in any court is for the court and the parties and we make no claim about it
0a04a2b0d3a25a82b2972980de21519bddd9e35766da6b541fda108b12b7ca20  fresh-set-2.txt  the width on the receipt is our own claim the outside signatures pin the moment the reading was taken and say nothing about the width
ec2ec7f130f7978a326854dd4acd5718f9cfad1c2ef1c34578d58540b89cf8af  fresh-set-2.txt  receipts are signed by our agent s key not by roughtime or by any time server
a32bd9504763991ffacd9db495745f67f56469b6c073a002ca15c09aabd909f9  fresh-set-2.txt  adding the nts kind did not make the bound narrower it made the packets authenticated so nobody on the path can write the answer
34d9c523903c2458eec88cdbd1556fde10fa0303a2bfdcdef93ae9664211d1fd  fresh-set-2.txt  nts improves the clock and can never be evidence because its symmetric keys are ones a client could forge to itself
c30451af0a834ca1d09d11957067c339ee979e6dcb2ce893ec1e3b32281a8148  fresh-set-2.txt  the three millisecond figures quoted in public research are theirs and not ours what we have measured on an ordinary desktop is about 150 milliseconds
637a0693333f211c24aefe16a0d748b473cc70dc60b3cf13cea09ac9c4846377  fresh-set-2.txt  the agent refuses to sign when fewer than four independent operators stand behind a round and the three public roughtime servers are three operators
dba45d67f42d3e966af5cbb4a15820d9424b296215a26d25cf2f1a60f55c23bc  fresh-set-2.txt  the resident agent refuses any bound wider than 250 milliseconds and the one shot command the action runs refuses anything wider than two seconds by default
87e639ea00fdbc7f04348bfb11127887c4cdfd4b80e477c5dafb1e5f04691106  fresh-set-2.txt  three kinds of time source have a client today roughtime plain ntp and nts
a279d6b5ef6c799d9649509622d1d5efdb50a3cda3693a1f5e75a9ff9199f9d9  fresh-set-2.txt  a stamp is a local read against the disciplined clock with no network call at stamp time
e56a508ba87c8fff76c789054fd698ed74343bd4f849716b9d60f7a5872d4376  fresh-set-2.txt  two machines running the agent can say which of two events came first and show a stranger the bound each side claims without asking that stranger to trust either machine
ad680810ffd7d73e8b950c7a59fb079d7105b7349f047649c46ffcb68f291171  fresh-set-3.txt  every receipt carries a nanosecond accurate timestamp you can rely on in production
315a6af48b9e333ebe5e5ee57935678e044356cc7e3bbbc45d8c818333b888d4  fresh-set-3.txt  q how accurate is timewitness a to the nanosecond on the local read and within a few milliseconds of utc once the agent has settled
158cc0da748bf53124ceaf10e8e06666d9fc0823912589ac7a7d55797dc369a3  fresh-set-3.txt  adding a fourth ntp pool to your config tightens the bound noticeably after the first hour
e7c4feb9fb719cd559c8dbf10121fdbdd24898fcb00f390e4ca3ff9c9e8f9af0  fresh-set-3.txt  switching on nts narrows the interval because the packets can no longer be altered in flight
9f85019b37472ffb8e50144a3b17e964e3fb0733742c86d2358669cc8facb70e  fresh-set-3.txt  precise utc on every build with no hardware to buy
4f46d3b1ef8a283ef055d75673ecc382a1714d420df6b24c90fac5a72c260249  fresh-set-3.txt  the agent keeps your machine s clock correct to within a millisecond of true utc
372ace162ab4b147484107c74e22bc7425af9b4c1a523f8eb7e78c4db4560865  fresh-set-3.txt  0 4 0 improved timestamp precision readings are now exact to the nanosecond against utc
0ffc5d759eb752c038e00990cd5173eb187f6634627c6c9684c9209188a8559e  fresh-set-3.txt  timewitness clock accuracy sub millisecond setup one line
70400b255d6c67f228349fe0a9fe28fd5a3d2987ea6dc1d0664149ce0b1d154a  fresh-set-3.txt  the bound on each receipt is signed by three independent roughtime servers so nobody has to take our word for it
c643466864d1617181f9956ed389fe0d9547ebfba8b51b22757f476ff6ead8c1  fresh-set-3.txt  q who vouches for the error margin a the upstream time servers do their signatures cover the whole interval
4b4911220e1133db41925cc847071aef14e8bcc3de2c23fb98b2ef5fce9b893f  fresh-set-3.txt  nts gives every receipt a cryptographically authenticated evidence trail a stranger can check
c3de308616b465fea1f4b534359fde86fd7d0400db2eb70d6442b4001f7df97d  fresh-set-3.txt  third party attestation of the bound width yes
a8cbe225787e0791d28c2646d2355db3bf5c6f1817cb966f67ce73b386afd150  fresh-set-3.txt  roughtime confirms that your clock was within the stated interval at the moment of the stamp
e55b59d1269d35c5907172bad6c101ea1c6d7f006d0c005654ee2e7b33e2b365  fresh-set-3.txt  each receipt is countersigned by the time servers which backs both the reading and its margin
81eae50e09a34462ae4728732acac4abc7890d33d49b4fc65d6355f7f454ba4b  fresh-set-3.txt  the width on the receipt is independently verified by the sources the agent polled
d01dd9e3f3ffd72283080c56cf2e2b83fc56a5e27d63e4b020e476a3517e86a4  fresh-set-3.txt  because cloudflare and google stand behind the interval an auditor can trust it without trusting you
0279c6be11962db041ef7c269a281cd01269bbba390c1da93b666b4ee9aa339a  fresh-set-3.txt  timewitness stops backdating if the clock has been rolled back the stamp cannot be issued and the release cannot go out
652595c1e87dc4631da2b601be9f6276eb9a6a7cbf91fbcb8880c15d48b4ef8b  fresh-set-3.txt  prevents tampering with build timestamps in your ci pipeline
458966d18f626520d63e0d3cae00839e35c8f7b36f4b2509b487f4a8ace79493  fresh-set-3.txt  q can someone publish a release with a forged date a no the action blocks any run whose clock cannot be bounded
b2a493c1a9aafaf6d781632d7bf1172a9bc9d27c27cebc0581e782574a590a0f  fresh-set-3.txt  with the agent installed clock rollback attacks become impossible
f4bb4214007cea792eae42af005f78ac11303ae25c1282e33d1e34e0a885d230  fresh-set-3.txt  protects your provenance from replay and backdating attacks out of the box
9722c09dfb8fe159a1e6a955e96180a1a10e29ef29d67b2246b7dac25e62faee  fresh-set-3.txt  0 3 2 the agent now refuses to sign when the bound is too wide which guarantees nothing backdated leaves that machine
ce6416bc3a70b23cfa57747d29a26130973aa25afce45890a9bf8bd90f2c8bda  fresh-set-3.txt  enforces honest timestamps across every runner in your organisation
27853be4b4c69e5aa55433dde1fcb91fce23a3bafac771b8d694e8effafbe2a2  fresh-set-3.txt  rollback protection built in
d18b67c29e85bec124752a84d329b520c18d8bf0450e1e23070d1bc0e67c24be  fresh-set-3.txt  the agent averages the readings from all six servers to arrive at true utc
8b05e0360c4fbe28b25c4771e54babaeca58c95167c0559dfe3913e7b2fe37db  fresh-set-3.txt  q how does it combine the sources a it takes the median offset across the servers polled which filters out any single bad clock
d2530b8975c1a88107e74ff9d53c178b20be279bf3b679312de53716e3f40b7b  fresh-set-3.txt  outliers are dropped and the remaining readings are blended into a single best estimate of the true time
2d81c4d24fc347e0ba61249b7695eeac0fd36562d56a6d1e587757fde7246391  fresh-set-3.txt  each round computes the midpoint of the offsets across your sources to get a consensus time
93e418b1742acfd9350b1d23333345f11a331e9588e95edbc05e491b38459d5a  fresh-set-3.txt  combination method trimmed mean of trusted servers
36a543a453b5ea79870add6603be243ad2ff3d6aad898273ce476da372e8dce5  fresh-set-3.txt  true time is derived by pooling the sources and smoothing the result over the last sixteen rounds
6ac4b54b081b0317374bd2413bf14838e5f5eadcbbc41c860538a064f0f5c0fa  fresh-set-3.txt  timewitness receipts are admissible as evidence of when a build was produced
de14e12a6c9367df188296481b46fcb42e610eb781349976a1c37990eb01c8e9  fresh-set-3.txt  satisfies the record keeping timestamp requirements of sec 17a 4 and finra 4511
46cf619a2c42b557ce532411a9cfb8ed3c83d83f7123e2da1545a476124addca  fresh-set-3.txt  q is this an eidas qualified timestamp a yes receipts meet the qualified electronic timestamp standard
2a6e545d539b2ebaae7749407b9b60d06c9346c151d5faa18430ac597295ad1a  fresh-set-3.txt  meets ai act article 12 logging obligations for high risk systems
eb14cd653ebab97a25230d0e1b053f623dd1cc32a491bd9f6e90b2a52bd887f4  fresh-set-3.txt  court ready proof that your artefact existed before the disclosure date
2330e1b700caa699216bc93c4548e8834ede4bdb174bbfcb2b52d084e2a1e59e  fresh-set-3.txt  certified timestamps for every release with legal standing anywhere rfc 3161 is recognised
e52af3d75d7cfb2534defdd5193f5a5ce54d2d41125d6603740e0c302e5d1989  fresh-set-3.txt  compliance soc 2 iso 27001 eidas yes
3cd708458aac56c17a13fd7be7932ff0fb9576ebee73d1ba7f91ff3b119ed6f1  fresh-set-3.txt  the agent needs at least three independent operators before it will sign so the public roughtime servers alone are enough to get going
b6c2178dcd7f0ec7ba47ad0442313bcb41019c7fc038bb68050f90d0b1bb4488  fresh-set-3.txt  q why did my first stamp fail a roughtime s four public servers were probably unreachable check your firewall
c2953e32bddef29dd03e355c29e509215bc11f8e53658cd795e1dc2bcc0cc0bd  fresh-set-3.txt  the resident agent refuses any bound wider than 2 s the same ceiling as the one shot command
831a3970f3fbbf3fc919032a3426a040c39045c8228bdfe3a69638635025e723  fresh-set-3.txt  max width defaults to 500 ms in the action which is comfortably above the 150 ms a desktop reaches
ca0ee7e9e5e38c3e22630923a9b8d19a7c9c6d0c35e873cc3afdb2f524b18247  fresh-set-3.txt  four kinds of time source ship today roughtime ntp nts and ptp
f2d7f322022cb7b5418d18c6c1a162479f64e07a5f6a9b7f3df7df96e513a765  fresh-set-3.txt  when the agent declines it issues a refusal receipt you can attach to the build log as proof it was checked
6e13bc2136a233a004932e876c1ac7007eddf0f2b7da8793197ef2df827cbe1f  fresh-set-3.txt  the one shot command caps the bound at 250 ms so use it on a well connected runner
0bb1f6f85c090a52a7b5edeb8fff6a27c2bb36ed0fc4006048c14eddd5118e81  fresh-set-3.txt  lower the operator floor to 2 in the config file if you only have a couple of servers reachable
be192339badd1d8b8cbd78ec7df87be8b0b9b94d8391247a15033ef39454cb19  fresh-set-3.txt  timewitness is not an accurate clock it is a bounded one and the receipt says how wide the bound was
8a7c167db57ac37c41876714082dbc4c4faf24cec7d12f41094ffe23cff30567  fresh-set-3.txt  q does nts make the bound narrower a no it is the same exchange as plain ntp with the packet authenticated so the width is unchanged what it buys is that nobody on the path can write the answer
f557d52115d18fc8c80e065843109f2e045152bae532da32760bb6e78b5b7e37  fresh-set-3.txt  the interval width is our agent s own claim and is signed by our agent key the roughtime signatures pin the moment the reading was taken and say nothing about the width
f5518d83ef0eaca2303bc8629f52fcd00c2526d94ad6f4c4e4bde9689dd8b764  fresh-set-3.txt  nothing here prevents a rollback the agent notices one and declines to sign and what you get back is a refusal not a receipt
ea42de37053b6af7040da5e1671be1a90ae3f102092be62f8c86f924f08707c7  fresh-set-3.txt  a refusal is a return value not a receipt nothing is issued when the agent will not sign
52c824c42ad5482306b68e36e68262ef024926532977c4932bb6cca65bcfd141  fresh-set-3.txt  sources are combined by marzullo intersection and a weighted regression not by any average of their readings
73c363a4c1fd8c8e5dac589e20a63df3d62739f9e5a6b17b3ccb3d4cf973b79e  fresh-set-3.txt  q can i use a receipt in court a we make no claim about legal standing that comes from accreditation such as qtsp status under eidas which we do not hold
5b4cc90bb05464b1d2de037239b9e3b2e1d354d1e03597bda745d435cd7b27dd  fresh-set-3.txt  receipts are not compliance evidence for any regulation and no regulation we have read requires a bounded timestamp
f1f75b9c2017d37e83f0d6758a85d8cf0c04d86987a9ceec42c4ac4f1d33731b  fresh-set-3.txt  operator floor 4 fixed in the shipped build
4d8b44266cb6c119dd3251457af1878d3a8f1b54c531ce96dedae67dfdcb47c6  fresh-set-3.txt  the three public roughtime servers are three operators one under the floor so a machine that reaches only them is refused rather than given a wide bound
1e2678142cd85c0d97a7dbd5bf9c6dda43e4445b661b66076e2ea5d0bd07ed2a  fresh-set-3.txt  0 5 0 the resident agent now refuses any bound wider than 250 ms the one shot command keeps its 2 s ceiling and the action s max width still defaults to 2 s
7b6737d93de6435ef003eccd8887db655e6ef479f5226343caa4ea017171221f  fresh-set-3.txt  measured on an ordinary desktop the bound is about 150 ms that figure is ours taken under those conditions and is not the millisecond accuracy public research quotes for a lan against stratum 1 hardware
4959ec8d6a1aeae90f13b72432d449b68db3faea984f38df42305645dc71fa01  fresh-set-3.txt  three kinds of source have a client today roughtime plain ntp and nts each labelled with the evidence role it plays and nts plays none
49f578fb9f4488fc677b5755c8653053cb15d6cde15d5f762414c18ab058e168  fresh-set-3.txt  adding a seventh server does not make the interval tighter by itself the residual of the model is the largest part of the width
8f512e360c82624b31306739ca3b909889b6441a4e6921165c8be48038f77d46  fresh-set-3.txt  precise to the nanosecond in resolution bounded to about 150 ms against utc the two numbers describe different things and the receipt carries both
9ae6777bdcd1792ebd22e3ac7894cc56cfb452cca86bd8a1d33935c0cf76cdac  own-set.txt  every stamp is utc accurate to a few nanoseconds
97118a220ad95300d3392bed24b47383ba35cac8ada0aac31caf5f920b91d72c  own-set.txt  timewitness keeps your clock accurate
4bd98e87520b55bf02befc4e8ad0b1cc828a2b1197c4b545ff1f5dcda7f54fc0  own-set.txt  the agent reports utc with nanosecond accuracy
369309f6dcbeab8b905c30951142cd155520bb17fd3c4e446e7852c1116fd34e  own-set.txt  because the read is at nanosecond resolution the receipt is accurate to the nanosecond
124a8fc2afad3283f85e607da817ffb2a9eae61f754392e9d6499c2476fb78e3  own-set.txt  you get sub millisecond accuracy on an ordinary desktop
7484c5e97c00321d5fe31b718467d530d9a3a1373dec1ab60796aaba6cafd9ff  own-set.txt  the receipt states precise time not an estimate
44210400a304101230bf5765e374e7f33000fabfe40aefcecab9d8bfa9bdf044  own-set.txt  nts tightens the interval because the packet is authenticated
015a780619362b306866e0c9e4088e45190ccdca4434b43485f2ece13892ab0b  own-set.txt  add a fourth source and the bound gets narrower
059737bb78edc52b68f3bda1ce520f8aaf5b99b7da8d54296d6cc381eb78cc0e  own-set.txt  three strangers have put their names to the width in every receipt
fb71558b7bae806b141878fac0b242c7c0ab3268f87c292b2a2a9bbf464b95ec  own-set.txt  the width is something the outside signers warrant
b03a40868b921365421921c529dea7669c8c316f873064f59f4159efb4cee3a7  own-set.txt  a receipt s bound is independent evidence a court or a customer can rely on
cc32e63f0d21877cf647a199ff13b53bad416d179e9cb4acd00c2f24a836fffe  own-set.txt  nts is a signed source so its answers are evidence a stranger can check
2950714848f87e12c3d79698f1e25b43bc8f990c6b5ff6437d897a8516b8f586  own-set.txt  the signers are the reason the second number can be trusted
c10f201bcd137bee733a2b717bfadd7ce9e3a25b801a310548f00bb39b529248  own-set.txt  every receipt is countersigned by the roughtime operators
00440c5cb693b89f913fd1eb4c90f9de05ef9f05deac9a4923d7bb0845b655b4  own-set.txt  a stamped build cannot be backdated afterwards
0c85bc43252f9c6a2a081eb4bb29bdaa8a0001e7e41a27cb85a4cd4ef80a14b1  own-set.txt  timewitness makes clock rollback impossible
f69e41e67bfd08e5bb37f66074d2b260b69bf4ac901c7ba3b17dcf8c0f8f0d15  own-set.txt  the agent halts any deployment whose clock has been rolled back
f701db5f90991ada875a4479ec2d661bcd61b506b54ee8ddb11400fb2551757d  own-set.txt  once installed timewitness guards the pipeline against tampering
fc264ec7614c5b1d195418038bf7c32d8e1d59a10752da274c0c91c3132cb6f0  own-set.txt  nothing gets published with a wrong timestamp while the action is running
2957060f01c2cd2ed4d106f4a27e070fa01fd4fce4150acbc3dbd63b66bbfb37  own-set.txt  the receipt is tamper proof
8268e494cab3c969e76a8db8e2e1b8bbcd3fa5a3ea847d722db165c45356ebc3  own-set.txt  the clock model averages the offsets it collects and reports the mean
22a53cc3d21ce61d3690bd72eb6d49ef219c7ea9477b7fd9f10ae39e2ed9f9fe  own-set.txt  the agent takes the median of the nine answers as the time
184bc5bd047da4556af6cf2f12d582f1962f1e4f56e8f17ce3e623a24007e40a  own-set.txt  the midpoint of the readings is the best estimate of utc
c063107a7a910acefa3c6e41210b1f808db6c8f947805e1b5904eeb214828857  own-set.txt  a timewitness receipt is legally binding proof of when a build happened
c9c9adae2239618cac49c27a560cecf5af93ad9421c655c1a730b268af46cb2f  own-set.txt  these receipts will hold up in court
aedfedba0f2f0b51d8dc616f97e5c3e883a5545167a94b56e8afb2963d43ca5e  own-set.txt  timewitness is compliant with mifid ii record keeping rules
514bd3e828c853250d6eb214744b09e3d4a250141a943016da9a5c5518d40caa  own-set.txt  regulators accept a timewitness receipt as a qualified timestamp
5e9233ef318298e8cc848d2b5b6481fa6a6ac4f6517b8f71a536b85ad477f0e6  own-set.txt  auditors can treat the receipt as evidence that meets the ai act s logging requirement
ed9b26afedbbd8e5e0eb3061517469359f79d09b98e8c8fc03a0a5e8e63384e4  own-set.txt  three separate operators are plenty for a signature
82ec70f152ff2b76b01290dff73e04886fedd61b053f6d50b7e2652ad2fb6a77  own-set.txt  roughtime puts five operators behind the corridor
5ac6d52445bfc06ac7bafe8aadc390d96b325514da6343b71bf1c32cb60b5f65  own-set.txt  we support four kinds of time source roughtime ntp nts and gps
11daa6efee86f2abc21acd683a20d6f2dacb1b2b41774fd1a9d1afd6edf5fda6  own-set.txt  the agent tolerates a bound of up to a second
5d0953de7a3d5de733c34550335fa9bd4e47f0419d45db6107c4339a1350ccba  own-set.txt  a receipt as wide as four seconds still passes the one shot command
34e502c168318390402fda2a24ffa9fb851c82085d2ed240fb2982d78e08a6d5  own-set.txt  half a second is comfortably inside the agent s ceiling
7e2568ad734509ec74fe03d021ca627c62ff44c1f634a9611ec4a16481f6828b  own-set.txt  nanoseconds is the resolution of the local read and never the accuracy to utc
49bb3dcc110ee8ba5e7e3025ec3c398e88bf52b3e390ae22c13137f8d8122e45  own-set.txt  milliseconds is the accuracy to utc in the design and about a sixth of a second is what ships today
8047d583b5e7d3eb40250cc66e1514845291c912e6707a43c702bab8c9daf4cf  own-set.txt  it does not prevent anything and a refusal is the agent declining to sign
